"municipio.x";"cod_ibge";"uf";"total_doses";"total_dose_1";"total_dose_2";"populacao";"cobertura_vacinal_dose_1";"cobertura_vacinal_dose_2"
"Belmonte";420215;"SC";2505;1770;675;2709;65,3;24,9
"Bonfim";310810;"MG";6158;4412;1698;6860;64,3;24,8
"Cerrito";430512;"RS";5149;3495;1500;6047;57,8;24,8
"Barra Bonita";420209;"SC";1491;1027;409;1651;62,2;24,8
"Dois Lajeados";430645;"RS";2978;2052;840;3405;60,3;24,7
"Santa Cecília Do Sul";431673;"RS";1398;953;404;1634;58,3;24,7
"Três Passos";432190;"RS";20535;13977;5860;23852;58,6;24,6
"Bacurituba";210135;"MA";4097;2660;1396;5670;46,9;24,6
"Vila Lângaro";432335;"RS";1860;1297;511;2080;62,4;24,6
"Piratuba";421310;"SC";3361;2341;916;3745;62,5;24,5
"Entre Rios Do Sul";430695;"RS";2473;1725;677;2758;62,5;24,5
"Palmelo";521580;"GO";1808;1208;584;2381;50,7;24,5
"Monte Alegre De Goiás";521350;"GO";5830;3712;2116;8684;42,7;24,4
"São Paulo Das Missões";431930;"RS";5059;3527;1397;5720;61,7;24,4
"Marcelino Ramos";431190;"RS";3785;2632;1053;4319;60,9;24,4
"Lajedão";291890;"BA";3034;2064;970;3975;51,9;24,4
"Arapuá";310380;"MG";2331;1580;692;2835;55,7;24,4
"Boa Vista Do Incra";430223;"RS";2237;1535;637;2616;58,7;24,4
"Banzaê";290265;"BA";9697;6435;3211;13240;48,6;24,3
"Putinga";431520;"RS";3327;2295;945;3889;59;24,3
"Mariana Pimentel";431198;"RS";3050;2087;946;3888;53,7;24,3
"Cedro Do Abaeté";311560;"MG";994;713;281;1157;61,6;24,3
"Vitória";320530;"ES";315975;220462;88495;365855;60,3;24,2
"Coronel Macedo";351260;"SP";4766;3428;1122;4635;74;24,2
"Ciríaco";430550;"RS";3787;2544;1143;4719;53,9;24,2
"São Francisco";251398;"PB";2740;1872;820;3384;55,3;24,2
"Teresina De Goiás";522108;"GO";2363;1515;848;3498;43,3;24,2
"Salvador Das Missões";431647;"RS";2324;1588;661;2733;58,1;24,2
"Eugênio De Castro";430783;"RS";2091;1473;569;2352;62,6;24,2
"Nova América";521470;"GO";1940;1369;571;2357;58,1;24,2
"Presidente Bernardes";354120;"SP";11432;7915;3145;13023;60,8;24,1
"Machadinho";431170;"RS";4322;2888;1310;5427;53,2;24,1
"Vitória Das Missões";432375;"RS";2686;1857;744;3092;60,1;24,1
"Toropi";432149;"RS";2397;1656;672;2785;59,5;24,1
"Arroio Do Padre";430107;"RS";2186;1428;712;2951;48,4;24,1
"Miraselva";411600;"PR";1524;1077;432;1796;60;24,1
"Mortugaba";292180;"BA";9825;6770;2893;12052;56,2;24
"Campinas Do Piauí";220210;"PI";4379;3033;1346;5620;54;24
"Murutinga Do Sul";353210;"SP";4201;3005;1083;4506;66,7;24
"Arambaré";430085;"RS";2821;1962;854;3562;55,1;24
"Rolador";431595;"RS";1949;1344;552;2296;58,5;24
"Campo Grande";500270;"MS";660072;443347;216694;906092;48,9;23,9
"Abaíra";290010;"BA";7385;5272;2078;8710;60,5;23,9
"Vicentina";500840;"MS";5022;3373;1457;6109;55,2;23,9
"Itatiba Do Sul";431070;"RS";2901;2050;771;3231;63,4;23,9
"Aloândia";520050;"GO";1625;1141;474;1986;57,5;23,9
"São Sebastião Do Rio Preto";316480;"MG";1362;1001;356;1492;67,1;23,9
"São Gabriel Da Cachoeira";130380;"AM";29322;18300;11022;46303;39,5;23,8
"Rio De Contas";292670;"BA";10284;7116;3076;12932;55;23,8
"Morro Redondo";431245;"RS";5606;3884;1569;6589;58,9;23,8
"Turuçu";432232;"RS";2908;2033;814;3423;59,4;23,8
"Novo Machado";431342;"RS";2693;1833;775;3256;56,3;23,8
"Alexandria";240050;"RN";12951;9444;3214;13553;69,7;23,7
"Berilo";310650;"MG";9536;6702;2809;11872;56,5;23,7
"Ronda Alta";431610;"RS";7895;5271;2519;10617;49,6;23,7
"Campina Do Monte Alegre";350945;"SP";5591;4051;1437;6057;66,9;23,7
"Morrinhos Do Sul";431244;"RS";3008;2230;693;2919;76,4;23,7
"Rio Dos Índios";431555;"RS";2173;1477;631;2660;55,5;23,7
"São Valentim Do Sul";431971;"RS";1887;1302;531;2245;58;23,7
"Novo Tiradentes";431344;"RS";1789;1212;521;2200;55,1;23,7
"Liberato Salzano";431160;"RS";4196;2860;1217;5152;55,5;23,6
"Novo Horizonte Do Sul";500625;"MS";2901;1863;868;3684;50,6;23,6
"Água Limpa";520020;"GO";1551;1113;432;1830;60,8;23,6
"Alto Alegre";140005;"RR";11370;7756;3614;15380;50,4;23,5
"Nioaque";500580;"MS";11220;7533;3264;13862;54,3;23,5
"Guimarães";210490;"MA";9167;6244;2820;11997;52;23,5
"Ajuricaba";430020;"RS";5596;3749;1645;6987;53,7;23,5
"Olho-D'Água Do Borges";240840;"RN";3907;2807;997;4244;66,1;23,5
"Ipiaçu";313140;"MG";2682;1664;992;4225;39,4;23,5
"Miranda";500560;"MS";23167;15688;6604;28220;55,6;23,4
"Borborema";350740;"SP";15765;11433;3782;16164;70,7;23,4
"Redentora";431540;"RS";7697;4885;2734;11669;41,9;23,4
"Casca";430490;"RS";7449;5085;2114;9051;56,2;23,4
"Catuípe";430500;"RS";7240;4997;2038;8701;57,4;23,4
"Faxinal Do Soturno";430800;"RS";5308;3667;1559;6663;55;23,4
"Bossoroca";430250;"RS";4871;3311;1451;6205;53,4;23,4
"Anta Gorda";430070;"RS";4455;3031;1394;5961;50,8;23,4
"Tucunduva";432210;"RS";4260;2912;1318;5644;51,6;23,4
"Floreal";351590;"SP";2476;1758;679;2900;60,6;23,4
"São Jorge";431844;"RS";2235;1527;658;2816;54,2;23,4
"Lutécia";352790;"SP";2197;1496;618;2636;56,8;23,4
"Bandeirante";420208;"SC";2140;1441;619;2648;54,4;23,4
"Almirante Tamandaré Do Sul";430047;"RS";1611;1106;456;1949;56,7;23,4
"São Félix Do Araguaia";510785;"MT";9667;6838;2747;11801;57,9;23,3
"Herculândia";351900;"SP";9183;6759;2236;9588;70,5;23,3
"Laranja Da Terra";320316;"ES";8926;6066;2548;10933;55,5;23,3
"Guarani Das Missões";430950;"RS";6009;4207;1742;7463;56,4;23,3
"São José Do Ouro";431860;"RS";5563;3796;1614;6922;54,8;23,3
"Campos Borges";430410;"RS";2623;1776;769;3295;53,9;23,3
"Sério";432045;"RS";1656;1152;449;1926;59,8;23,3
"Tabuleiro";316790;"MG";3251;2390;861;3708;64,5;23,2
"São Bento Do Norte";241160;"RN";2319;1637;629;2717;60,3;23,2
"Esperança Nova";410752;"PR";1462;1050;387;1665;63,1;23,2
"Antônio Prado";430080;"RS";10754;7420;3016;13045;56,9;23,1
"Santa Cruz Do Piauí";220910;"PI";3851;2317;1442;6247;37,1;23,1
"Mata";431210;"RS";3802;2589;1103;4784;54,1;23,1
"Alto Alegre";350110;"SP";3430;2285;943;4088;55,9;23,1
"Vale Verde";432252;"RS";2714;1811;813;3515;51,5;23,1
"Ubiretama";432234;"RS";1707;1200;458;1983;60,5;23,1
"Nicolau Vergueiro";431267;"RS";1537;1112;387;1674;66,4;23,1
"São João Da Paraúna";522005;"GO";1479;1168;311;1345;86,8;23,1
"Getúlio Vargas";430890;"RS";13257;9029;3723;16184;55,8;23
"Natércia";314440;"MG";3703;2616;1087;4728;55,3;23
"Taquaruçu Do Sul";432132;"RS";2606;1824;707;3077;59,3;23
"Glória D'Oeste";510395;"MT";2554;1837;693;3008;61,1;23
"Santa Rita De Ibitipoca";315940;"MG";2365;1565;781;3402;46;23
"Carmésia";311380;"MG";2144;1494;608;2646;56,5;23
"São José Do Brejo Do Cruz";251465;"PB";1343;900;416;1811;49,7;23
"Caarapó";500240;"MS";23249;14978;7008;30593;49;22,9
"São José Do Calçado";320480;"ES";8405;5650;2414;10546;53,6;22,9
"Erval Grande";430720;"RS";3706;2494;1105;4819;51,8;22,9
"Porto Estrela";510685;"MT";2723;2038;660;2877;70,8;22,9
"Linha Nova";431164;"RS";1284;875;394;1719;50,9;22,9
"Sananduva";431660;"RS";12876;8753;3715;16328;53,6;22,8
"Mostardas";431250;"RS";9994;6791;2926;12847;52,9;22,8
"Monsenhor Tabosa";230860;"CE";9562;5622;3940;17249;32,6;22,8
"Gaúcha Do Norte";510385;"MT";5230;3437;1772;7782;44,2;22,8
"Taiúva";355320;"SP";4403;2982;1267;5564;53,6;22,8
"Alfredo Marcondes";350080;"SP";3593;2493;953;4184;59,6;22,8
"Cajuri";311020;"MG";3014;2106;908;3974;53;22,8
"Santa Rita Do Novo Destino";521945;"GO";2428;1652;766;3355;49,2;22,8
"Barra Do Jacaré";410270;"PR";2370;1698;634;2781;61,1;22,8
"São Félix Do Piauí";220960;"PI";2270;1558;668;2932;53,1;22,8
"Santa Rita D'Oeste";354740;"SP";2136;1521;567;2487;61,2;22,8
"São João Do Pau D'Alho";354930;"SP";1800;1278;479;2100;60,9;22,8
"Novo Xingu";431346;"RS";1529;1088;390;1712;63,6;22,8
"Canudos Do Vale";430461;"RS";1385;956;389;1703;56,1;22,8
"Borá";350720;"SP";771;571;191;838;68,1;22,8
"Crissiumal";430600;"RS";10378;7039;3033;13357;52,7;22,7
"Nonoai";431270;"RS";10025;7115;2638;11633;61,2;22,7
"Jaborandi";352420;"SP";6656;4793;1578;6946;69;22,7
"Nova Palma";431310;"RS";4921;3287;1480;6515;50,5;22,7
"Alpestre";430050;"RS";4856;3371;1378;6067;55,6;22,7
"Fartura Do Piauí";220375;"PI";4123;2880;1210;5319;54,1;22,7
"Nova Roma Do Sul";431335;"RS";2759;1824;843;3717;49,1;22,7
"Lacerdópolis";420920;"SC";1802;1218;510;2247;54,2;22,7
"André Da Rocha";430066;"RS";1178;840;305;1343;62,5;22,7
"Irapuã";352150;"SP";7409;5353;1821;8048;66,5;22,6
"Lucrécia";240690;"RN";4001;2930;908;4025;72,8;22,6
"Oscar Bressane";353450;"SP";2111;1458;589;2603;56;22,6
"Alto Rio Doce";310210;"MG";7379;4939;2440;10859;45,5;22,5
"São Francisco Do Glória";316140;"MG";3532;2414;1082;4800;50,3;22,5
"Indiaporã";352070;"SP";3271;2335;875;3886;60,1;22,5
"Quinze De Novembro";431535;"RS";3035;2089;857;3803;54,9;22,5
"Vila Flores";432330;"RS";2795;1948;764;3396;57,4;22,5
"São Martinho";421710;"SC";2596;1812;712;3171;57,1;22,5
"Muricilândia";171395;"TO";2509;1701;808;3587;47,4;22,5
"Cândido Rodrigues";351010;"SP";2240;1511;630;2799;54;22,5
"Senador José Bento";316580;"MG";1259;902;329;1461;61,7;22,5
"Três De Maio";432180;"RS";18326;12800;5337;23876;53,6;22,4
"Laguna Carapã";500525;"MS";5608;3720;1659;7419;50,1;22,4
"Água Comprida";310070;"MG";1557;1071;446;1992;53,8;22,4
"Cedral";210310;"MA";7249;4766;2388;10693;44,6;22,3
"Jaraguari";500490;"MS";5550;3824;1622;7265;52,6;22,3
"Fagundes Varela";430786;"RS";2110;1424;611;2741;52;22,3
"Eldorado";351480;"SP";10572;7043;3451;15544;45,3;22,2
"Balneário Barra Do Sul";420205;"SC";9281;6550;2447;11035;59,4;22,2
"Poranga";231100;"CE";6624;3884;2740;12347;31,5;22,2
"Itaú";240490;"RN";4881;3373;1308;5897;57,2;22,2
"Selbach";432030;"RS";4358;3093;1134;5107;60,6;22,2
"Aceguá";430003;"RS";4282;3038;1097;4942;61,5;22,2
"São Nicolau";431920;"RS";4042;2756;1155;5208;52,9;22,2
"Vila Maria";432340;"RS";3447;2452;968;4363;56,2;22,2
"Álvares Florence";350120;"SP";3167;2237;811;3647;61,3;22,2
"Nova Laranjeiras";411705;"PR";8018;5413;2545;11507;47;22,1
"Iraí";431050;"RS";5584;3816;1577;7141;53,4;22,1
"Caiuá";350910;"SP";4335;3022;1313;5946;50,8;22,1
"Pinhal Grande";431447;"RS";3412;2366;956;4329;54,7;22,1
"Sagrada Família";431642;"RS";2047;1407;575;2605;54;22,1
"Alto Bela Vista";420075;"SC";1548;1099;426;1926;57,1;22,1
"Capão Bonito Do Sul";430462;"RS";1394;985;362;1641;60;22,1
"São Pedro Do Sul";431940;"RS";12715;8771;3549;16148;54,3;22
"Giruá";430900;"RS";11676;7797;3495;15863;49,2;22
"Manoel Viana";431175;"RS";5536;3763;1608;7307;51,5;22
"Rodeio Bonito";431590;"RS";4649;3208;1292;5868;54,7;22
"Harmonia";430955;"RS";4509;3286;1081;4917;66,8;22
"Materlândia";314060;"MG";3861;2860;976;4436;64,5;22
"Bertópolis";310660;"MG";3354;2315;1014;4607;50,2;22
"Pedra Do Anta";314880;"MG";2255;1550;660;3005;51,6;22
"Olaria";314540;"MG";1588;1200;378;1720;69,8;22
"Guarinos";520945;"GO";1360;967;382;1737;55,7;22
"Inhangapi";150340;"PA";6912;4277;2595;11861;36,1;21,9
"Cândido Godói";430430;"RS";4997;3513;1349;6151;57,1;21,9
"Lidianópolis";411342;"PR";3022;2064;709;3231;63,9;21,9
"Córrego Danta";311980;"MG";2321;1575;698;3191;49,4;21,9
"Westfalia";432377;"RS";2291;1545;664;3031;51;21,9
"Derrubadas";430632;"RS";2197;1517;606;2761;54,9;21,9
"União Do Oeste";421885;"SC";2030;1472;529;2412;61;21,9
"Divinolândia";351390;"SP";8990;6205;2422;11086;56;21,8
"Amajari";140002;"RR";7431;4554;2877;13185;34,5;21,8
"Estação";430755;"RS";4645;3210;1294;5940;54;21,8
"Macedônia";352820;"SP";3169;2258;804;3692;61,2;21,8
"Camargo";430355;"RS";1968;1350;598;2742;49,2;21,8
"Cidreira";430545;"RS";13638;9794;3595;16583;59,1;21,7
"Erval Seco";430730;"RS";5480;3932;1479;6802;57,8;21,7
"Barão De Cotegipe";430170;"RS";5049;3445;1438;6620;52;21,7
"Barro Preto";290330;"BA";4516;3308;1184;5448;60,7;21,7
"David Canabarro";430630;"RS";3625;2478;1028;4736;52,3;21,7
"Santa Cruz Da Conceição";354620;"SP";3597;2462;988;4544;54,2;21,7
"Caxambu Do Sul";420410;"SC";2994;2095;771;3551;59;21,7
"Paraíso";421223;"SC";2949;2186;728;3360;65,1;21,7
"Santana Dos Montes";315910;"MG";2049;1231;818;3765;32,7;21,7
"Santo Antônio Do Planalto";431775;"RS";1704;1218;439;2019;60,3;21,7
"São Pedro Das Missões";431936;"RS";1546;1057;437;2017;52,4;21,7
"São Francisco De Assis";431810;"RS";14080;9693;3938;18205;53,2;21,6
"Alagoinha";260060;"PE";11470;8239;3183;14718;56;21,6
"Pedro De Toledo";353720;"SP";9689;7118;2471;11421;62,3;21,6
"Cosmorama";351290;"SP";5808;4000;1578;7298;54,8;21,6
"Selvíria";500780;"MS";4813;3210;1415;6542;49,1;21,6
